timestamp,student_username,student_id,cohort,caseId,caseTitle,qid,type,difficulty,client_need,topic,points,max,correct,student_answer,correct_answer
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q15,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q16,cloze,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q17,matrix,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q18,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q19,mcq,,,,1,1,True,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q20,sata,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q21,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q22,cloze,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q23,matrix,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q24,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q25,mcq,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q26,sata,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q27,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q28,cloze,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q29,matrix,,,,0,1,False,"""""",""""""
2026-01-06T15:46:58.827368,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q30,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q01,mcq,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q02,sata,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q03,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q04,cloze,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q05,matrix,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q06,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q07,mcq,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q08,sata,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q09,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q10,cloze,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q11,matrix,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q12,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q13,mcq,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q14,sata,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q15,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q16,cloze,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q17,matrix,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q18,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q19,mcq,,,,1,1,True,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q20,sata,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q21,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q22,cloze,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q23,matrix,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q24,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q25,mcq,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q26,sata,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q27,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q28,cloze,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q29,matrix,,,,0,1,False,"""""",""""""
2026-01-06T17:17:41.275379,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q30,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q01,mcq,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q02,sata,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q03,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q04,cloze,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q05,matrix,,,,1,1,True,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q06,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q07,mcq,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q08,sata,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q09,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q10,cloze,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q11,matrix,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q12,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q13,mcq,,,,1,1,True,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q14,sata,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q15,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q16,cloze,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q17,matrix,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q18,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q19,mcq,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q20,sata,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q21,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q22,cloze,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q23,matrix,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q24,evolving_case,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q25,mcq,,,,1,1,True,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q26,sata,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q27,ordered_response,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q28,cloze,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q29,matrix,,,,0,1,False,"""""",""""""
2026-01-06T18:24:08.989947,nurse001,001,Adult Nursing Y2,adult_acs_01,Acute Coronary Syndrome – Crushing Chest Pain,adult_acs_01-Q30,evolving_case,,,,0,1,False,"""""",""""""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q001,mcq,easy,Physiological Integrity: Reduction of Risk Potential,,0,1,False,"""""","""Initiate continuous cardiac monitoring and establish IV access for IV antihypertensive therapy"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q002,mcq,easy,Physiological Integrity: Physiological Adaptation,,0,1,False,"""""","""Hypertensive emergency with likely acute target-organ involvement"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q003,mcq,easy,Physiological Integrity: Reduction of Risk Potential,,0,1,False,"""""","""Focused neurologic assessment (LOC, pupils, motor strength) and report changes immediately"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q004,mcq,easy,Safe and Effective Care Environment: Management of Care,,1,1,True,"""""","""Verify IV patency and obtain frequent BP monitoring parameters per protocol"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q005,mcq,easy,Physiological Integrity: Physiological Adaptation,,0,1,False,"""""","""Decrease mean arterial pressure by no more than about 25% in the first hour"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q006,mcq,easy,Physiological Integrity: Reduction of Risk Potential,,0,1,False,"""""","""New confusion and decreased level of consciousness"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q007,mcq,easy,Safe and Effective Care Environment: Safety and Infection Control,,1,1,True,"""""","""Implement fall precautions and keep the client in bed with call light within reach"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q008,mcq,easy,Health Promotion and Maintenance,,0,1,False,"""""","""“Stopping my blood pressure pills suddenly can cause dangerously high blood pressure and organ damage.”"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q009,mcq,easy,Physiological Integrity: Reduction of Risk Potential,,0,1,False,"""""","""Noncontrast CT scan of the head"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q010,mcq,easy,Safe and Effective Care Environment: Management of Care,,0,1,False,"""""","""Reduce or stop the infusion per protocol and notify the provider"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q011,mcq,medium,Physiological Integrity: Reduction of Risk Potential,,0,1,False,"""""","""Hypertensive emergency; evidence of acute target-organ dysfunction is present"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q012,mcq,medium,Physiological Integrity: Reduction of Risk Potential,,1,1,True,"""""","""Perform a focused neurologic exam including level of consciousness and pupillary response"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q013,mcq,medium,Physiological Integrity: Physiological Adaptation,,0,1,False,"""""","""Start IV nicardipine infusion with continuous BP monitoring"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q014,mcq,medium,Physiological Integrity: Reduction of Risk Potential,,1,1,True,"""""","""Reduce mean arterial pressure by no more than about 25% within the first hour"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q015,mcq,medium,Physiological Integrity: Reduction of Risk Potential,,1,1,True,"""""","""Place the client on continuous cardiac monitoring and obtain frequent BP readings (e.g., every 5–15 minutes) during titration"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q016,mcq,medium,Physiological Integrity: Reduction of Risk Potential,,0,1,False,"""""","""Activate a rapid response/notify the provider immediately and prepare for emergent neuroimaging"""
2026-01-07T21:01:54.582336,,,,adult_htn_emerg_01,Hypertensive Emergency – Severe Headache and Visual Changes,adult_htn_emerg_01-Q017,mcq,medium,Physiological Integrity: Reduction of Risk Potential,,0,1,False,"""""","""New focal neurologic deficit (e.g., unilateral weakness)"""
